text,label,subcategory
⚠️💥✅ FREE parenting workshop this Sunday. $40 certificate fee applies. Register now!,SPAM,fake_event_or_meetup
LIMITED TIME: Unclaimed government benefit of $3000 in your name. Verify to receive today!,SPAM,fake_assistance_program
First aid course offered free to community members. Register by Thursday Hope this helps.,HAM,community_event
Giving away children's books — great condition. Perfect for young readers Cheers!,HAM,resource_sharing
Just a reminder: lost child found near the playground. Parents please check at the community hub.,HAM,safety_and_alerts
Just a reminder: donating a working laptop to a student who needs one for school. Message me.,HAM,resource_sharing
DON'T MISS THIS: FREE self-defence class for women in your area. Register now — $30 deposit!,SPAM,fake_event_or_meetup
FYI — looking for someone who can teach basic computer skills to elderly residents.,HAM,help_request
Water outage expected from 9am to 2pm tomorrow on the south side of town Hope this helps.,HAM,safety_and_alerts
⚠️💥✅ Government housing grant approved for your area. Claim your free home today!,SPAM,fake_housing_offer
Local school wins environmental award — amazing effort from students and staff! Thanks!,HAM,good_news_and_gratitude
COMMUNITY APP UPDATE: ALL USERS MUST RE-ENTER THEIR PERSONAL DETAILS TODAY.,SPAM,phishing_community_style
URGENT: Action required: Your community profile will be deleted unless you confirm now.,SPAM,phishing_community_style
FYI — library opening hours have changed — now open until 8pm on Thursdays.,HAM,local_information
"Hello neighbors, dog registration renewals are due by the end of this month. Avoid the fine.",HAM,local_information
Thanks to the local bakery for donating bread to the food bank every Friday Cheers!,HAM,good_news_and_gratitude
Local history walk this Sunday at 10am. Meet outside the old town hall Thanks!,HAM,community_event
"You are not alone. If you're struggling, please reach out to someone you trust.",HAM,mental_health_support
🚨💰🎁 Help homeless veterans — donate now. Every dollar goes directly to them!,SPAM,fake_charity_scam
The footpath on River Road is now repaired. Thanks for your patience Hope this helps.,HAM,local_information
LIMITED TIME: GOVERNMENT GRANT: You qualify for $5000 community assistance. Claim today!,SPAM,fake_assistance_program
DON'T MISS THIS: Government housing grant approved for your area. Claim your free home today!,SPAM,fake_housing_offer
Wonderful to see so many new faces at the multicultural dinner last night Hope this helps.,HAM,good_news_and_gratitude
Does anyone have experience applying for disability support payments? Cheers!,HAM,help_request
LIMITED TIME: Stay out of community affairs or I promise you will deeply regret it.,SPAM,harassment_and_threats
LIMITED TIME: IMMEDIATE OPENING: Community engagement role. $85/hr. No resume needed!,SPAM,fake_job_posting
FYI — we need volunteers to deliver meals to isolated seniors next Wednesday.,HAM,help_request
Unclaimed government benefit of $3000 in your name. Verify to receive today!!!,SPAM,fake_assistance_program
DON'T MISS THIS: IMPORTANT: Community welfare payment pending. Confirm your account details.,SPAM,phishing_community_style
"Hello neighbors, stray dog spotted near the school. Animal control has been notified.",HAM,safety_and_alerts
💸🆓🔥 New affordable housing scheme — get a home with $0 deposit. Limited slots!,SPAM,fake_housing_offer
Parking restrictions now apply on School Road between 8 and 9am on weekdays Stay safe everyone.,HAM,local_information
So proud of our community — we planted 200 trees at the reserve last weekend! Cheers!,HAM,good_news_and_gratitude
Local entrepreneur night — free to attend. $100 business starter pack inside!,SPAM,fake_event_or_meetup
IMMEDIATE OPENING: Community engagement role. $85/hr. No resume needed!,SPAM,fake_job_posting
LIMITED TIME: Free medical supplies for your household. Government funded. Claim instantly!,SPAM,fake_assistance_program
URGENT: Join our community investment club meeting. Guaranteed returns discussed!,SPAM,fake_event_or_meetup
Rent assistance $1500 available for residents. No application needed. Call us!,SPAM,fake_assistance_program
LIMITED TIME: Government health agency lying about disease rates. Real numbers are 10x worse!,SPAM,misinformation_health
FYI — does anyone know where to access free mental health support in this area?,HAM,help_request
Local school wins environmental award — amazing effort from students and staff! Hope this helps.,HAM,good_news_and_gratitude
Warning: scammers pretending to be council workers are visiting homes. Stay safe Cheers!,HAM,safety_and_alerts
Council roadworks starting Monday on High Street. Expect delays 7am to 5pm Stay safe everyone.,HAM,safety_and_alerts
LIMITED TIME: Affordable housing cooperative — join for $50 and get a home. Act fast!,SPAM,fake_housing_offer
FREE self-defence class for women in your area. Register now — $30 deposit!,SPAM,fake_event_or_meetup
Youth mentoring program launch event next Friday at 6pm. All parents welcome.,HAM,community_event
Reminder: school zone 40km speed limit is enforced with cameras. Please slow down.,HAM,safety_and_alerts
🚨💰🎁 EXCLUSIVE: Community leadership seminar — FREE tickets but pay $50 deposit!,SPAM,fake_event_or_meetup
Can anyone help a recently arrived refugee family navigate local services? Stay safe everyone.,HAM,help_request
DON'T MISS THIS: Join our community investment club meeting. Guaranteed returns discussed!,SPAM,fake_event_or_meetup
"Hi everyone, does anyone know a reliable plumber in the north end of town? Stay safe everyone.",HAM,help_request
⚠️💥✅ HIRING HELPERS: $75/hour. Work your own hours. No background check required.,SPAM,fake_job_posting
New accessible parking bays have been installed outside the health center.,HAM,local_information
URGENT: FREE homeownership seminar — learn to buy with no deposit. Pay $25 to reserve!,SPAM,fake_event_or_meetup
Cultural storytelling evening this Friday. Hear stories from our community Stay safe everyone.,HAM,community_event
"DON'T MISS THIS: Home-based community business — no boss, no hours, no ceiling on earnings!",SPAM,multi_level_marketing
"Hi everyone, community park cleanup this Saturday 9am. Gloves and bags provided. All welcome!",HAM,community_event
Just a reminder: giving away a working microwave and toaster. Free to collect today.,HAM,resource_sharing
COMMUNITY HEALING CIRCLE — ATTEND FREE. $50 CRYSTAL HEALING KIT REQUIRED!,SPAM,fake_event_or_meetup
URGENT: URGENT HIRING: Community helpers needed. Earn $1000/week. No interview!,SPAM,fake_job_posting
Be your own boss! Join our community sales team and earn unlimited income!,SPAM,multi_level_marketing
Cultural storytelling evening this Friday. Hear stories from our community Hope this helps.,HAM,community_event
"Hi everyone, neighborhood safety forum with local police this Wednesday evening. Open to all.",HAM,community_event
LIMITED TIME: Help us rebuild the community center. Donate whatever you can. No receipt!,SPAM,fake_charity_scam
"Hi everyone, free home garden herbs available — rosemary, mint, basil. Come and pick!",HAM,resource_sharing
Community wealth-building workshop — attend FREE. Bring $100 for materials!,SPAM,fake_event_or_meetup
"Hi everyone, can anyone recommend a good after-school program for a 9-year-old?",HAM,help_request
Community entrepreneurship — sell our kits and earn commission on every sale!,SPAM,multi_level_marketing
LIMITED TIME: URGENT HIRING: Community helpers needed. Earn $1000/week. No interview!,SPAM,fake_job_posting
Does anyone have a spare tent or sleeping bag for a homeless family nearby?,HAM,help_request
🚨💰🎁 Join our thriving community group. Free first session — $60 membership after!,SPAM,fake_event_or_meetup
Community park cleanup this Saturday 9am. Gloves and bags provided. All welcome! Hope this helps.,HAM,community_event
"Hello neighbors, free family movie night at the park on Friday evening. Bring your own chairs!",HAM,community_event
We need people to help sort donations at the food bank next Tuesday morning Stay safe everyone.,HAM,help_request
Recovery support group for people dealing with addiction — confidential. Tuesdays Cheers!,HAM,mental_health_support
DON'T MISS THIS: Your kind is not welcome here. Get out of our community now.,SPAM,harassment_and_threats
🚨💰🎁 NETWORKING EVENT: Meet investors in your area. Free entry with $40 deposit!,SPAM,fake_event_or_meetup
"FYI — our neighborhood raised $4,200 for the family who lost their home in the fire.",HAM,good_news_and_gratitude
LIMITED TIME: Fundraiser for sick child in our community. Send funds via Western Union!,SPAM,fake_charity_scam
Youth mental health workshop for parents — free session this Thursday evening Stay safe everyone.,HAM,mental_health_support
FYI — please slow down near Park Lane — children playing. Several near-misses this week.,HAM,safety_and_alerts
"Hello neighbors, neighborhood safety forum with local police this Wednesday evening. Open to all.",HAM,community_event
⚠️💥✅ Part-time community volunteer pays $800/week. Immediate start. No experience!,SPAM,fake_job_posting
Reminder: the door is always open at the community center. Drop in anytime Cheers!,HAM,mental_health_support
🚨💰🎁 Local entrepreneur night — free to attend. $100 business starter pack inside!,SPAM,fake_event_or_meetup
LIMITED TIME: Help displaced families — your cash donation goes directly to victims. Give!,SPAM,fake_charity_scam
ALERT: Local food supplier contaminated. Do NOT eat products from this store!!!,SPAM,misinformation_health
DON'T MISS THIS: Exclusive community giveaway event — win prizes. Register with $15 entry fee!,SPAM,fake_event_or_meetup
I have surplus vegetables from my garden. Free to anyone who needs them Thanks!,HAM,resource_sharing
Join the fastest growing community business. Recruit 3 people and retire!,SPAM,multi_level_marketing
🚨💰🎁 GOVERNMENT GRANT: You qualify for $5000 community assistance. Claim today!,SPAM,fake_assistance_program
"Hi everyone, wonderful to see so many new faces at the multicultural dinner last night.",HAM,good_news_and_gratitude
Social isolation is real. Let's check in on our neighbors more regularly.,HAM,mental_health_support
Have spare bedding and towels in good condition — free to anyone in need Stay safe everyone.,HAM,resource_sharing
Government housing grant approved for your area. Claim your free home today!,SPAM,fake_housing_offer
"Hi everyone, support group for grief and loss meets every Monday evening at 6:30pm.",HAM,mental_health_support
"LIMITED TIME: Be a community health ambassador. Sell products, build a team, get rich!",SPAM,multi_level_marketing
LIMITED TIME: Council services alert: Update your records or lose access to local benefits.,SPAM,phishing_community_style
"Hi everyone, thanks to the anonymous donor who paid for school lunches for 30 kids this week.",HAM,good_news_and_gratitude
URGENT: Your address has been shared with the wrong people. Leave this group now.,SPAM,harassment_and_threats
DON'T MISS THIS: Admin notice: Community forum account suspended. Click here to restore access.,SPAM,phishing_community_style
Just a reminder: smoke smell in the area — controlled burn at the reserve. No risk to residents.,HAM,safety_and_alerts
Reminder: the river path is closed due to erosion. Please use the main trail Stay safe everyone.,HAM,safety_and_alerts
EXCLUSIVE: Community leadership seminar — FREE tickets but pay $50 deposit!!!,SPAM,fake_event_or_meetup
FREE homeownership seminar — learn to buy with no deposit. Pay $25 to reserve!,SPAM,fake_event_or_meetup
Road resurfacing on King Street will begin Thursday and take about two weeks Hope this helps.,HAM,local_information
Looking for someone who can teach basic computer skills to elderly residents Thanks!,HAM,help_request
"Just a reminder: hi everyone, does anyone know a reliable plumber in the north end of town?",HAM,help_request
URGENT: Your local council portal session has expired. Re-login immediately!!!,SPAM,phishing_community_style
"DON'T MISS THIS: Payday loan — borrow $1000 today, repay $1100 next week. Instant approval!",SPAM,predatory_lending
Water outage expected from 9am to 2pm tomorrow on the south side of town.,HAM,safety_and_alerts
"Hi everyone, so proud of our community — we planted 200 trees at the reserve last weekend!",HAM,good_news_and_gratitude
🚨💰🎁 Direct sales from home — sell to your community and earn residual income!,SPAM,multi_level_marketing
⚠️💥✅ Community wealth-building workshop — attend FREE. Bring $100 for materials!,SPAM,fake_event_or_meetup
A big thank you to everyone who donated blood at the community drive yesterday.,HAM,good_news_and_gratitude
URGENT: Free housing for seniors and families. Government approved. Limited time!,SPAM,fake_housing_offer
RENT ASSISTANCE $1500 AVAILABLE FOR RESIDENTS. NO APPLICATION NEEDED. CALL US!,SPAM,fake_assistance_program
Environmental talk: local speaker on urban gardening. Free entry this Monday Hope this helps.,HAM,community_event
💸🆓🔥 Unclaimed government benefit of $3000 in your name. Verify to receive today!,SPAM,fake_assistance_program
⚠️💥✅ Debt consolidation loan approved — wipe your debts for just $300 upfront fee!,SPAM,predatory_lending
First aid course offered free to community members. Register by Thursday Stay safe everyone.,HAM,community_event
Keep your opinions to yourself or I will make sure everyone knows your secrets.,SPAM,harassment_and_threats
Postnatal support group for new parents — every Friday at 10am. Babies welcome Hope this helps.,HAM,mental_health_support
💸🆓🔥 FREE self-defence class for women in your area. Register now — $30 deposit!,SPAM,fake_event_or_meetup
GOVERNMENT GRANT: You qualify for $5000 community assistance. Claim today!,SPAM,fake_assistance_program
Road resurfacing on King Street will begin Thursday and take about two weeks Thanks!,HAM,local_information
Library opening hours have changed — now open until 8pm on Thursdays.,HAM,local_information
ACT NOW: NETWORKING EVENT: Meet investors in your area. Free entry with $40 deposit!,SPAM,fake_event_or_meetup
Warning: scammers pretending to be council workers are visiting homes. Stay safe Stay safe everyone.,HAM,safety_and_alerts
⚠️💥✅ Community entrepreneurship — sell our kits and earn commission on every sale!,SPAM,multi_level_marketing
⚠️💥✅ Community assistance account locked — provide your details to restore access.,SPAM,phishing_community_style
LIMITED TIME: Meet like-minded people in your area! Free event — $45 registration required.,SPAM,fake_event_or_meetup
Council services alert: Update your records or lose access to local benefits.,SPAM,phishing_community_style
ACT NOW: Community admin notice: You must re-verify your address or lose your account.,SPAM,phishing_community_style
ACT NOW: Your tap water contains fluoride — a mind-control chemical. Use our filter!,SPAM,misinformation_health
FYI — thanks to the local bakery for donating bread to the food bank every Friday.,HAM,good_news_and_gratitude
LIMITED TIME: FREE temporary shelter for families in need. Limited beds. Call now!,SPAM,fake_housing_offer
Free wifi password shared — neighbors welcome to use it while I'm home Stay safe everyone.,HAM,resource_sharing
Thanks to the anonymous donor who paid for school lunches for 30 kids this week Cheers!,HAM,good_news_and_gratitude
LOCAL HOSPITAL GIVING PATIENTS UNNECESSARY TREATMENTS FOR PROFIT. AVOID THEM!,SPAM,misinformation_health
We are looking for a translator who speaks Somali for a community meeting Stay safe everyone.,HAM,help_request
ACT NOW: Emergency benefit — $800 cash available for struggling residents. Apply now!,SPAM,fake_assistance_program
DON'T MISS THIS: Community welfare check — $600 available if you verify your details with us.,SPAM,fake_assistance_program
"Hi everyone, we are looking for a translator who speaks Somali for a community meeting.",HAM,help_request
The footpath on River Road is now repaired. Thanks for your patience Stay safe everyone.,HAM,local_information
DON'T MISS THIS: Local entrepreneur night — free to attend. $100 business starter pack inside!,SPAM,fake_event_or_meetup
FYI — congratulations to our local team on winning the regional soccer championship!,HAM,good_news_and_gratitude
URGENT: Your neighborhood group membership will expire. Renew your credentials now!,SPAM,phishing_community_style
URGENT: Community healing circle — attend FREE. $50 crystal healing kit required!,SPAM,fake_event_or_meetup
Mental health first aid training is available free this month. Register online.,HAM,mental_health_support
DON'T MISS THIS: Rent-free housing for 6 months for eligible community members. Apply fast!,SPAM,fake_housing_offer
New bus route 47 now stops directly outside the community health center Cheers!,HAM,local_information
DON'T MISS THIS: FREE parenting workshop this Sunday. $40 certificate fee applies. Register now!,SPAM,fake_event_or_meetup
💸🆓🔥 Government health agency lying about disease rates. Real numbers are 10x worse!,SPAM,misinformation_health
Your community benefit payment failed. Update your bank details to receive it.,SPAM,phishing_community_style
Offering free lifts to the job center every Monday and Wednesday morning Cheers!,HAM,resource_sharing
Water outage expected from 9am to 2pm tomorrow on the south side of town Thanks!,HAM,safety_and_alerts
⚠️💥✅ Local job alert: Earn $400 daily helping people online. No skills required!,SPAM,fake_job_posting
ACT NOW: Everyone in this group will know what you did. I'm exposing you today.,SPAM,harassment_and_threats
Back-to-school supply giveaway at the community center this Saturday morning Thanks!,HAM,community_event
"Have extra garden seeds — tomatoes, lettuce, herbs. Free to a good home Hope this helps.",HAM,resource_sharing
"Hello neighbors, back-to-school supply giveaway at the community center this Saturday morning.",HAM,community_event
Free clothes available — bags of adult and children's items at 15 Oak Street Thanks!,HAM,resource_sharing
DEBT CONSOLIDATION LOAN APPROVED — WIPE YOUR DEBTS FOR JUST $300 UPFRONT FEE!,SPAM,predatory_lending
"🚨💰🎁 Community health alert: New virus spreading fast. Symptoms: fatigue, headache.",SPAM,misinformation_health
💸🆓🔥 Government housing grant approved for your area. Claim your free home today!,SPAM,fake_housing_offer
LIMITED TIME: Community admin notice: You must re-verify your address or lose your account.,SPAM,phishing_community_style
DON'T MISS THIS: Support struggling families this winter. Send $20 via PayPal: scammer@fake.com,SPAM,fake_charity_scam
Keep your opinions to yourself or I will make sure everyone knows your secrets!!!,SPAM,harassment_and_threats
Emergency community fund for flood victims. Send money via Venmo today!,SPAM,fake_charity_scam
LIMITED TIME: Online job — like Facebook posts and earn $300/day. Limited spots available!,SPAM,fake_job_posting
DON'T MISS THIS: Local job alert: Earn $400 daily helping people online. No skills required!,SPAM,fake_job_posting
"Hello neighbors, grateful for everyone who checked on neighbors during the recent storms.",HAM,good_news_and_gratitude
ACT NOW: Doctors hiding cure for cancer — use this natural remedy instead. Share now!,SPAM,misinformation_health
"Hi everyone, postnatal support group for new parents — every Friday at 10am. Babies welcome.",HAM,mental_health_support
LIMITED TIME: $500 community support payment — confirm your address to receive it this week!,SPAM,fake_assistance_program
Looking for a community member who can give free legal advice to residents Thanks!,HAM,help_request
DON'T MISS THIS: Join our team of community reps! Earn $2000/month from your phone. Sign up!,SPAM,fake_job_posting
URGENT: Community loan shark — borrow cash fast. Flexible repayment. No paperwork!,SPAM,predatory_lending
Your community app account has been flagged. Verify your identity here urgently!!!,SPAM,phishing_community_style
WARNING: Tap water in your area contains dangerous chemicals. Buy our filter!,SPAM,misinformation_health
Just a reminder: annual street party is back! Sunday August 14th. Bring a plate to share.,HAM,community_event
A special thank you to our community nurses for going above and beyond.,HAM,good_news_and_gratitude
MICROCHIPS BEING INJECTED VIA FLU SHOTS IN YOUR AREA. REFUSE VACCINATION NOW!,SPAM,misinformation_health
A big thank you to everyone who donated blood at the community drive yesterday Stay safe everyone.,HAM,good_news_and_gratitude
LIMITED TIME: Emergency community fund for flood victims. Send money via Venmo today!,SPAM,fake_charity_scam
We need volunteers to deliver meals to isolated seniors next Wednesday Cheers!,HAM,help_request
LIMITED TIME: ALERT: New vaccine being tested on community members without consent. Share!,SPAM,misinformation_health
ACT NOW: Work with me from home — sell health products to your neighbors. Easy income!,SPAM,multi_level_marketing
IMPORTANT: Community welfare payment pending. Confirm your account details!!!,SPAM,phishing_community_style
FYI — the lost cat mentioned last week has been found safe and returned to its owner.,HAM,good_news_and_gratitude
Emergency cash loan — $2000 deposited in your account within 30 minutes!,SPAM,predatory_lending
Warning: scammers pretending to be council workers are visiting homes. Stay safe Thanks!,HAM,safety_and_alerts
EMERGENCY BENEFIT — $800 CASH AVAILABLE FOR STRUGGLING RESIDENTS. APPLY NOW!,SPAM,fake_assistance_program
💸🆓🔥 Community grief fund for accident victims — donate cash or gift cards today!,SPAM,fake_charity_scam
Data entry job — $50 per hour. No skills required. Start today! Apply here.,SPAM,fake_job_posting
FREE homeownership seminar — learn to buy with no deposit. Pay $25 to reserve!!!,SPAM,fake_event_or_meetup
DON'T MISS THIS: Our community members earn $3000/month part-time. Join my team today!,SPAM,multi_level_marketing
LIMITED TIME: URGENT: Government adding chemicals to food supply. Eat only organic. Share!,SPAM,misinformation_health
💸🆓🔥 COVID relief grant of $2000 still available in your area. Last chance to claim!,SPAM,fake_assistance_program
Monthly neighborhood watch meeting this Thursday at 7pm at the community hall Hope this helps.,HAM,community_event
⚠️💥✅ Rent assistance $1500 available for residents. No application needed. Call us!,SPAM,fake_assistance_program
💸🆓🔥 Get paid to take surveys in your community. Earn $200/day guaranteed!,SPAM,fake_job_posting
FYI — reminder: taking care of your mental health is just as important as physical health.,HAM,mental_health_support
Just a reminder: we need help moving donated furniture to the community shelter this Saturday.,HAM,help_request
🚨💰🎁 Community outreach officer — $90/hour. No qualifications needed. Apply now!,SPAM,fake_job_posting
"ACT NOW: Struggling financially? We help people like you. Borrow up to $10,000 today!",SPAM,predatory_lending
Giving away a working microwave and toaster. Free to collect today.,HAM,resource_sharing
Your community app account has been flagged. Verify your identity here urgently.,SPAM,phishing_community_style
DON'T MISS THIS: Animal shelter overcrowded — donate $20 to save a pet from being put down!,SPAM,fake_charity_scam
I have 20 unused masks. Happy to drop them off for anyone who needs them Cheers!,HAM,resource_sharing
DON'T MISS THIS: Housing charity giving away free homes to deserving families. Register now!,SPAM,fake_housing_offer
EMERGENCY COMMUNITY FUND FOR FLOOD VICTIMS. SEND MONEY VIA VENMO TODAY!,SPAM,fake_charity_scam
Monthly neighborhood watch meeting this Thursday at 7pm at the community hall Stay safe everyone.,HAM,community_event
Parking restrictions now apply on School Road between 8 and 9am on weekdays Cheers!,HAM,local_information
💸🆓🔥 Community food bank running dry. Donate cash to our personal account today!,SPAM,fake_charity_scam
We need volunteers to deliver meals to isolated seniors next Wednesday Stay safe everyone.,HAM,help_request
Just a reminder: spare bicycle in working order — free to a community member who needs it.,HAM,resource_sharing
Just a reminder: looking for a community member who can give free legal advice to residents.,HAM,help_request
Back-to-school supply giveaway at the community center this Saturday morning Cheers!,HAM,community_event
"Hello neighbors, does anyone know where to access free mental health support in this area?",HAM,help_request
🚨💰🎁 Free school supplies for all children in your suburb. Collect by Saturday!,SPAM,fake_assistance_program
Your community benefit payment failed. Update your bank details to receive it!!!,SPAM,phishing_community_style
Donating a working laptop to a student who needs one for school. Message me.,HAM,resource_sharing
⚠️💥✅ SPECIAL PROGRAM: Free heating and electricity for seniors this winter. Apply!,SPAM,fake_assistance_program
"Hi everyone, free tutoring offered to high school students struggling with math or science.",HAM,resource_sharing
A special thank you to our community nurses for going above and beyond Thanks!,HAM,good_news_and_gratitude
DON'T MISS THIS: WARNING: WiFi signals proven to cause cancer. Turn off your router at night!,SPAM,misinformation_health
Lost child found near the playground. Parents please check at the community hub Hope this helps.,HAM,safety_and_alerts
ACT NOW: Get paid to take surveys in your community. Earn $200/day guaranteed!,SPAM,fake_job_posting
Have extra prescription reading glasses — various strengths. Free to take Thanks!,HAM,resource_sharing
"🚨💰🎁 INSTANT LOAN: $500 to $10,000. Bad credit welcome. Funds in 1 hour!",SPAM,predatory_lending
FYI — water outage expected from 9am to 2pm tomorrow on the south side of town.,HAM,safety_and_alerts
ACT NOW: Emergency cash loan — $2000 deposited in your account within 30 minutes!,SPAM,predatory_lending
💸🆓🔥 Animal shelter overcrowded — donate $20 to save a pet from being put down!,SPAM,fake_charity_scam
"FYI — free home garden herbs available — rosemary, mint, basil. Come and pick!",HAM,resource_sharing
⚠️💥✅ Online job — like Facebook posts and earn $300/day. Limited spots available!,SPAM,fake_job_posting
URGENT: This is a private community. Outsiders like you need to leave immediately.,SPAM,harassment_and_threats
Council is seeking community feedback on the new park design. Have your say!,HAM,local_information
Giving away a working microwave and toaster. Free to collect today Cheers!,HAM,resource_sharing
We need people to help sort donations at the food bank next Tuesday morning Thanks!,HAM,help_request
"ACT NOW: Community health alert: New virus spreading fast. Symptoms: fatigue, headache.",SPAM,misinformation_health
"Hi everyone, peer support volunteers available for a chat. No referral needed. All welcome.",HAM,mental_health_support
URGENT: Community food bank running dry. Donate cash to our personal account today!,SPAM,fake_charity_scam
🚨💰🎁 I'm reporting you to everyone in the neighborhood. Watch your back.,SPAM,harassment_and_threats
💸🆓🔥 Pyramid-free income opportunity — just share products with your neighbors!,SPAM,multi_level_marketing
Warning: scammers pretending to be council workers are visiting homes. Stay safe.,HAM,safety_and_alerts
Community art exhibition opens Sunday. Work by local artists of all ages Cheers!,HAM,community_event
"Hi everyone, we need people to help sort donations at the food bank next Tuesday morning.",HAM,help_request
Our petitions for the new pedestrian crossing were approved by council today! Stay safe everyone.,HAM,good_news_and_gratitude
Council housing fast-tracked for your postcode. Apply before Friday midnight!,SPAM,fake_housing_offer
Bushfire preparedness information session this Tuesday evening at 6:30pm Thanks!,HAM,local_information
Looking for someone who can teach basic computer skills to elderly residents.,HAM,help_request
"Free home garden herbs available — rosemary, mint, basil. Come and pick! Thanks!",HAM,resource_sharing
FYI — bushfire preparedness information session this Tuesday evening at 6:30pm.,HAM,local_information
"INSTANT LOAN: $500 to $10,000. Bad credit welcome. Funds in 1 hour!",SPAM,predatory_lending
A big thank you to everyone who donated blood at the community drive yesterday Cheers!,HAM,good_news_and_gratitude
Mobile library service visits our area every second Thursday at 2pm.,HAM,local_information
Community credit union — guaranteed approval on all loans. No collateral!!!,SPAM,predatory_lending
Parking restrictions now apply on School Road between 8 and 9am on weekdays Thanks!,HAM,local_information
We know who you are. Stop helping people here or face the consequences.,SPAM,harassment_and_threats
ACT NOW: Stay out of community affairs or I promise you will deeply regret it.,SPAM,harassment_and_threats
Just a reminder: have spare bedding and towels in good condition — free to anyone in need.,HAM,resource_sharing
Community income opportunity: Sell our supplements and earn 40% commission!!!,SPAM,multi_level_marketing
"Hi everyone, you are not alone. If you're struggling, please reach out to someone you trust.",HAM,mental_health_support
"Hello neighbors, does anyone have a spare tent or sleeping bag for a homeless family nearby?",HAM,help_request
"FYI — if you know someone struggling, sometimes just listening makes all the difference.",HAM,mental_health_support
"Hello neighbors, thanks to the anonymous donor who paid for school lunches for 30 kids this week.",HAM,good_news_and_gratitude
💸🆓🔥 Community ambassador role — $50 per post. 100 openings. Apply before midnight!,SPAM,fake_job_posting
FYI — seeking volunteers to read to children at the library every Thursday at 4pm.,HAM,help_request
Power outage affecting Maple and Cedar Streets. Council is aware and working on it Hope this helps.,HAM,safety_and_alerts
The community center will be closed next Monday for the public holiday Cheers!,HAM,local_information
Community wellness walk every Sunday at 7am. Great for mental and physical health Stay safe everyone.,HAM,mental_health_support
URGENT: Posting this again will have consequences. Consider this your final warning.,SPAM,harassment_and_threats
"Home-based community business — no boss, no hours, no ceiling on earnings!!!",SPAM,multi_level_marketing
Wonderful to see so many new faces at the multicultural dinner last night.,HAM,good_news_and_gratitude
ACT NOW: I earn $5000/month helping people in my community. I can show you how too!,SPAM,multi_level_marketing
The new playground equipment is officially open. Come and check it out! Cheers!,HAM,good_news_and_gratitude
Just a reminder: our petitions for the new pedestrian crossing were approved by council today!,HAM,good_news_and_gratitude
FYI — reminder: school zone 40km speed limit is enforced with cameras. Please slow down.,HAM,safety_and_alerts
LIMITED TIME: Community grief fund for accident victims — donate cash or gift cards today!,SPAM,fake_charity_scam
FYI — meals on Wheels is looking for new delivery volunteers. Two hours per week.,HAM,local_information
"If you know someone struggling, sometimes just listening makes all the difference Stay safe everyone.",HAM,mental_health_support
Environmental talk: local speaker on urban gardening. Free entry this Monday Thanks!,HAM,community_event
Just a reminder: power outage affecting Maple and Cedar Streets. Council is aware and working on it.,HAM,safety_and_alerts
ACT NOW: Part-time community volunteer pays $800/week. Immediate start. No experience!,SPAM,fake_job_posting
COMMUNITY INCOME OPPORTUNITY: SELL OUR SUPPLEMENTS AND EARN 40% COMMISSION!,SPAM,multi_level_marketing
🚨💰🎁 Data entry job — $50 per hour. No skills required. Start today! Apply here.,SPAM,fake_job_posting
The lost cat mentioned last week has been found safe and returned to its owner Cheers!,HAM,good_news_and_gratitude
"Hi everyone, missing elderly man last seen near the shopping center. Please call 000 if seen.",HAM,safety_and_alerts
FREE FOOD VOUCHERS AVAILABLE FOR COMMUNITY MEMBERS. CLAIM YOURS BEFORE FRIDAY!,SPAM,fake_assistance_program
FYI — lost child found near the playground. Parents please check at the community hub.,HAM,safety_and_alerts
DON'T MISS THIS: I know where you live. Stop posting in this community or you will regret it.,SPAM,harassment_and_threats
FYI — i have surplus vegetables from my garden. Free to anyone who needs them.,HAM,resource_sharing
Can anyone recommend a good after-school program for a 9-year-old? Hope this helps.,HAM,help_request
New accessible parking bays have been installed outside the health center Cheers!,HAM,local_information
"Hello neighbors, gas leak reported near the corner of Main and 5th. Avoid the area for now.",HAM,safety_and_alerts
"Parenting stress support group — free, non-judgmental. Meets fortnightly Thanks!",HAM,mental_health_support
Dog registration renewals are due by the end of this month. Avoid the fine Stay safe everyone.,HAM,local_information
🚨💰🎁 Join our community investment club meeting. Guaranteed returns discussed!,SPAM,fake_event_or_meetup
I'm offering free rides to medical appointments for those without transport Hope this helps.,HAM,resource_sharing
"If you or someone you know is in crisis, please call Lifeline on 13 11 14 Cheers!",HAM,mental_health_support
"Hi everyone, can anyone help a recently arrived refugee family navigate local services?",HAM,help_request
Can anyone recommend a trustworthy babysitter in the Riverside area? Thanks!,HAM,help_request
LIMITED TIME: Community outreach officer — $90/hour. No qualifications needed. Apply now!,SPAM,fake_job_posting
Looking for a community member who can give free legal advice to residents.,HAM,help_request
Storm warning tonight. Secure outdoor furniture and check on vulnerable neighbors Cheers!,HAM,safety_and_alerts
ALERT: LOCAL FOOD SUPPLIER CONTAMINATED. DO NOT EAT PRODUCTS FROM THIS STORE!,SPAM,misinformation_health
⚠️💥✅ Free school supplies for all children in your suburb. Collect by Saturday!,SPAM,fake_assistance_program
A resident found and returned a lost wallet with all cash intact. Restored faith!,HAM,good_news_and_gratitude
⚠️💥✅ Community credit union — guaranteed approval on all loans. No collateral!,SPAM,predatory_lending
"Hi everyone, the community noticeboard outside the post office has been updated for October.",HAM,local_information
